hcp_id,specialty,practice_type,region,base_sales,engagement_score,innovation_score,calls,treatment,sales
1205,Cardiology,Academic,Semi-Urban,117.02331798980327,0.5825328304878139,0.9383865211333915,4,1,121.17758475605697
1206,Neurology,Academic,Semi-Urban,118.10876734909552,0.08885148507143081,0.30965930837327327,2,0,116.19006280075946
1207,Cardiology,Private,Rural,24.804421466462145,0.4905838796045088,0.8188751704389413,4,1,39.617083503896346
1208,Cardiology,Academic,Urban,96.14831791093614,0.6204143747135337,0.6548489327759801,3,1,98.50203720701866
1209,Neurology,Hospital,Semi-Urban,111.98551590442517,0.07010963927284186,0.2801848012742173,2,0,122.64585243488749
1210,Neurology,Hospital,Rural,76.47835855135371,0.2069531519486293,0.7972996581819937,0,0,82.65601665138291
1211,Neurology,Hospital,Rural,92.56090650187343,0.3353742848795249,0.4271330191975715,3,1,97.94387254752252
1212,Endocrinology,Academic,Urban,124.15433511819012,0.36859869518615895,0.12039717548129492,5,1,125.65100399391517
1213,Cardiology,Private,Urban,90.31673166844513,0.6761046432541584,0.9934163572758093,1,0,91.94223154727229
1214,Cardiology,Academic,Rural,131.97283337810612,0.5290213405595241,0.4256463329723189,3,1,136.36509849824324
1215,Endocrinology,Academic,Urban,85.17628567099969,0.3821084703053269,0.5415525473761613,3,1,79.62705693691576
1216,Neurology,Private,Urban,128.19760343236064,0.45067625434165004,0.8079617307637607,2,0,129.9364973056511
1217,Endocrinology,Private,Rural,100.67127109742432,0.01297667065023922,0.9608761351199334,2,0,101.14831952080458
1218,Endocrinology,Private,Rural,82.43345425599472,0.77052527930763,0.8728878499603157,3,1,90.15956657894554
1219,Endocrinology,Hospital,Urban,128.2642816583861,0.041004688694782465,0.5250532078015666,4,1,137.72194495244096
1220,Cardiology,Academic,Semi-Urban,75.87050092836898,0.829317492922566,0.5456960755331153,3,1,80.04967028028081
1221,Endocrinology,Private,Urban,84.08055511881341,0.5409965214147301,0.2808869366096629,4,1,79.78246103135973
1222,Cardiology,Academic,Semi-Urban,109.79838814578957,0.527819191224517,0.4628028781590837,1,0,106.99497637887434
1223,Cardiology,Hospital,Rural,101.61634789005232,0.7045786277731994,0.9468388821751473,0,0,105.79310977230308
1224,Cardiology,Hospital,Semi-Urban,105.47927512505755,0.8595595326534653,0.7269409439386563,1,0,106.90139006956663
1225,Neurology,Private,Rural,92.6336335368752,0.9426461464796643,0.011876990741532922,0,0,92.86388306192276
1226,Cardiology,Private,Urban,76.01212977271669,0.5433698872439848,0.11650678182274099,3,1,69.3573778946
1227,Cardiology,Academic,Urban,86.9548847389741,0.15065823198891826,0.9238112699578551,2,0,92.94432264388624
1228,Neurology,Private,Rural,126.40798562893342,0.8786309261730072,0.8487193289276141,2,0,123.34960810353387
1229,Cardiology,Academic,Rural,73.26038207902849,0.040672018370114915,0.4861644657483969,3,1,77.6157559429905
1230,Endocrinology,Private,Rural,132.8893486669989,0.8073371707198082,0.6169782808672586,3,1,137.89436163346772
1231,Endocrinology,Academic,Urban,106.31717973117085,0.6804216264256481,0.2896460103807249,1,0,98.37545547354833
1232,Cardiology,Academic,Urban,88.06390188293805,0.9047276074229461,0.792830752100424,2,0,89.9158508094608
1233,Neurology,Academic,Semi-Urban,59.95894031045283,0.8974631502474468,0.6033174468894399,0,0,53.96786818248861
1234,Endocrinology,Academic,Rural,62.586288317638136,0.05315408543707967,0.6948257054559152,2,0,64.26855990850972
1235,Neurology,Hospital,Semi-Urban,92.88232200280198,0.6094464071756721,0.3749098380089979,3,1,93.96563700609195
1236,Neurology,Academic,Urban,90.45911868484856,0.12467145516820177,0.43043800651148056,6,1,90.02552557265692
1237,Endocrinology,Private,Semi-Urban,102.3549714892609,0.07846861174405473,0.20768208296445678,0,0,105.90276413202264
1238,Neurology,Hospital,Semi-Urban,134.38288668677373,0.44827714583073053,0.9480525429208718,3,1,134.1586841301857
1239,Endocrinology,Hospital,Urban,110.75188032540481,0.09759753984874064,0.9465570203865744,7,1,129.27028196852234
1240,Neurology,Academic,Urban,97.42622434510858,0.7279023831125928,0.8177512472399041,3,1,97.47080480506844
1241,Endocrinology,Hospital,Rural,124.33688713480043,0.9689407105075997,0.9355551191991839,0,0,127.82745891571453
1242,Cardiology,Academic,Semi-Urban,103.01307853478211,0.5695829577830928,0.6653280525803787,4,1,112.55738039004456
1243,Endocrinology,Private,Urban,131.9941798752036,0.2351688695616866,0.2346518693030748,1,0,139.6313411023504
1244,Endocrinology,Academic,Urban,86.55827413265276,0.8432063915253954,0.7602105221924912,4,1,87.54630007668845
1245,Endocrinology,Hospital,Semi-Urban,77.04418456284803,0.853103374930026,0.3252762092417024,2,0,73.30355214032988
1246,Endocrinology,Private,Urban,59.99335447490283,0.7327859723643944,0.44048168929841414,4,1,67.87918488555823
1247,Neurology,Academic,Rural,97.89177485043183,0.6151321848133509,0.2743501638553697,1,0,100.61430450752638
1248,Cardiology,Private,Rural,75.30716953285821,0.867792454751724,0.42362191772126967,2,0,78.14091724576525
1249,Endocrinology,Private,Semi-Urban,75.02393735020635,0.16329168199755906,0.679317365656695,6,1,85.89821713789108
1250,Neurology,Hospital,Rural,120.68638832803643,0.9316001263440448,0.11061056130502978,2,0,121.16391131601131
1251,Cardiology,Private,Urban,65.5579675065314,0.9472031492105683,0.10520692899301642,5,1,67.82992035055139
1252,Cardiology,Hospital,Urban,102.07116944994642,0.8719923739971334,0.683770012088142,0,0,108.71756188774981
1253,Cardiology,Private,Urban,98.33534579458686,0.2506620347114671,0.7795811667746075,7,1,101.86627976959952
1254,Cardiology,Academic,Urban,101.8426229666326,0.8581783863106291,0.551466684712365,7,1,100.10334214502612
1255,Endocrinology,Private,Semi-Urban,127.6820493749195,0.49763821183769175,0.18164101406746547,4,1,125.59076125887961
1256,Endocrinology,Academic,Rural,83.4861739277823,0.5949302374008253,0.4307568483609884,2,0,82.14879858124087
1257,Neurology,Academic,Rural,127.698969741967,0.8406006225041451,0.7581755223840144,2,0,129.4806150058868
1258,Neurology,Private,Urban,64.79589887705899,0.02958284454523752,0.6857331015524998,3,1,71.10499097119867
1259,Neurology,Academic,Semi-Urban,113.01482074132929,0.36294259217564573,0.10986547781937006,1,0,125.00273256167314
1260,Cardiology,Private,Urban,129.52746757742216,0.8156933772444657,0.969147180958245,0,0,128.29539161716008
1261,Cardiology,Private,Urban,18.918998304795323,0.813954783801723,0.22336388088633652,4,1,13.471742909148716
1262,Endocrinology,Academic,Semi-Urban,99.29214149739838,0.8486879268829328,0.2203895045804547,4,1,94.96585750227165
1263,Cardiology,Academic,Semi-Urban,97.66538710167828,0.16921590013949128,0.4598572477454559,4,1,99.40076552941777
1264,Cardiology,Hospital,Urban,101.43697018410886,0.7058866182279601,0.3272431290000485,4,1,103.14163437757232
1265,Cardiology,Academic,Rural,134.231158419802,0.14650334050541858,0.983985988644394,5,1,142.6633854349474
1266,Neurology,Hospital,Urban,84.7273826734285,0.7850980089510253,0.07648977325413198,2,0,96.96410554489293
1267,Neurology,Academic,Rural,76.30982939641022,0.2451260044545075,0.30643919092327754,5,1,81.66726195909237
1268,Endocrinology,Private,Rural,101.5824536551835,0.737817727586946,0.382722160427296,2,0,102.01351517500896
1269,Cardiology,Academic,Semi-Urban,122.48626882612014,0.4550016185279725,0.49345899372194046,1,0,127.49383074709732
1270,Cardiology,Private,Semi-Urban,111.1726976620964,0.9862634645527724,0.016406428726948752,4,1,106.29640379369008
1271,Endocrinology,Private,Urban,100.68643993662107,0.5798938307492809,0.08236213180828056,3,1,102.0862862309041
1272,Cardiology,Private,Rural,95.41537994375662,0.6325793642202862,0.25780964272981155,2,0,87.27919170547383
1273,Cardiology,Hospital,Rural,59.861393420375286,0.3681635138512874,0.5540020816855962,1,0,66.8999859818822
1274,Neurology,Academic,Urban,111.71725057234423,0.7345201578474331,0.7677715701934723,2,0,104.96533628016235
1275,Endocrinology,Private,Urban,114.10681165917171,0.494885641104835,0.6864953488149492,3,1,121.99778702080557
1276,Endocrinology,Private,Urban,86.15332863693467,0.018066635095864148,0.5670249127226106,1,0,90.21479740748195
1277,Endocrinology,Hospital,Semi-Urban,90.70560266414175,0.6085815978756451,0.3972328397276593,6,1,101.88633855667436
1278,Endocrinology,Academic,Urban,79.03541958079032,0.8304595904293615,0.8706945022561537,6,1,79.27578016787452
1279,Neurology,Academic,Urban,117.36246945578597,0.23680177006045067,0.45977254325826045,2,0,117.07117195738824
1280,Neurology,Hospital,Rural,92.68267438611245,0.2210637550851846,0.29925280560893,5,1,99.75644633629969
1281,Cardiology,Hospital,Urban,97.01390665355981,0.6088861831192705,0.6293351148520573,3,1,101.72394629492022
1282,Cardiology,Academic,Rural,112.58528232687858,0.817979276425494,0.6921149965863089,2,0,115.03979297724689
1283,Cardiology,Hospital,Rural,106.53948106858917,0.24962033784357585,0.3984702448588554,5,1,112.9694337179731
1284,Cardiology,Academic,Semi-Urban,111.26562269534054,0.9322626512430391,0.02814328104591457,5,1,112.54176066500573
1285,Neurology,Academic,Urban,103.49674612070994,0.927387356681549,0.09413150023671057,6,1,99.93513981475246
1286,Endocrinology,Private,Urban,103.94236670245401,0.20053667190793334,0.8455988918936618,0,0,99.98888674769242
1287,Neurology,Private,Rural,103.75275708728508,0.2637844120568157,0.05654792118530794,0,0,103.30631294563393
1288,Cardiology,Academic,Semi-Urban,109.05831518698021,0.7005988109481615,0.5920196670421323,2,0,105.33032240313345
1289,Neurology,Academic,Semi-Urban,110.03014183428027,0.951733109024426,0.18370938544939186,3,1,112.37563512444235
1290,Endocrinology,Academic,Urban,75.50584078507897,0.7098826887763147,0.22892629124417707,5,1,76.66197394710771
1291,Endocrinology,Academic,Rural,88.05611497429537,0.444900049820538,0.27333395973618113,2,0,95.64909032909823
1292,Neurology,Academic,Urban,95.93283472996009,0.1690013464265031,0.03829138619702044,0,0,90.44383413924021
1293,Neurology,Academic,Urban,109.03636512991099,0.46100984883962115,0.1772352741402924,5,1,105.51232750329655
1294,Neurology,Hospital,Urban,131.94846725652485,0.6067677919705544,0.6504999845139404,4,1,134.8091569197479
1295,Cardiology,Academic,Urban,83.73553936733398,0.3309519189566503,0.49871713620800506,2,0,78.58433600821546
1296,Neurology,Hospital,Rural,117.57303350760375,0.5102578212000898,0.7973290857389358,1,0,102.35890264534022
1297,Neurology,Hospital,Semi-Urban,88.62106975439141,0.13021412832870594,0.061242106551493536,5,1,86.23950702667423
1298,Neurology,Academic,Urban,127.41033671289308,0.4521881045125864,0.8888982962516311,3,1,129.9023862782393
1299,Endocrinology,Academic,Urban,138.24687863593908,0.090775818929554,0.9963985318994728,4,1,142.41130973561448
1300,Endocrinology,Hospital,Urban,65.03972612742675,0.049088749948990595,0.015739972248782985,4,1,58.42275346769275
1301,Cardiology,Hospital,Urban,93.47332868585262,0.8572399155993272,0.9676400655399332,3,1,107.24783012616365
1302,Cardiology,Academic,Semi-Urban,52.995106359649036,0.2050815841460749,0.23586271297102002,1,0,56.878619790333104
1303,Endocrinology,Academic,Semi-Urban,66.2032795088179,0.5751553291279333,0.692543138206037,1,0,60.663316871836756
1304,Endocrinology,Hospital,Semi-Urban,67.44949519492592,0.14898275840999242,0.29248344310492624,4,1,66.30203884092101
1305,Endocrinology,Hospital,Semi-Urban,112.48131949622574,0.26252757090929135,0.5218128787475205,2,0,109.04689673123465
1306,Neurology,Hospital,Urban,108.73967288654207,0.36133941976948436,0.5104185098361658,3,1,105.01324318106477
1307,Neurology,Private,Rural,116.02488909322098,0.14367643635477023,0.3611054794490721,2,0,121.76296081597538
1308,Endocrinology,Hospital,Semi-Urban,112.15833036749842,0.04596229701111032,0.7175467682883337,4,1,110.55068378861958
1309,Neurology,Private,Semi-Urban,109.70129642932491,0.877159802018011,0.5996364818633143,2,0,110.22576631454896
1310,Neurology,Academic,Urban,102.23714102689364,0.01183283587977213,0.5082770039431757,5,1,100.2200785849243
1311,Cardiology,Academic,Urban,97.38239389309236,0.06132098283506782,0.9828393119182566,2,0,96.38542302954177
1312,Endocrinology,Hospital,Urban,120.3919546408955,0.8050721608281025,0.9400093261873264,3,1,130.65298998198082
1313,Endocrinology,Academic,Urban,100.24555778048077,0.28200833677305603,0.9554358457936615,2,0,101.8334732150823
1314,Neurology,Academic,Rural,110.50357963177196,0.7228203011146973,0.8813239598032879,3,1,118.89630787811817
1315,Endocrinology,Academic,Rural,53.3942933193572,0.14622574921791376,0.2551553387543798,4,1,56.68887857092305
1316,Cardiology,Academic,Semi-Urban,76.49861838281839,0.23728174859671936,0.349976030978181,3,1,81.37764959821476
1317,Cardiology,Private,Rural,119.6044850729053,0.5727765165969935,0.23105461954550788,4,1,117.23709742304285
1318,Cardiology,Private,Semi-Urban,86.6313013313363,0.9886358384892835,0.9861768872228465,1,0,83.22915755480479
1319,Endocrinology,Hospital,Semi-Urban,72.09284964335185,0.07344447015922317,0.15266186976349116,3,1,74.92889343028537
1320,Endocrinology,Hospital,Rural,112.82584662962739,0.40055459798183224,0.3665117555589056,2,0,109.21134145724928
1321,Endocrinology,Hospital,Semi-Urban,100.02668650556858,0.04308097000592481,0.19904442471935646,1,0,98.26730010454932
1322,Endocrinology,Academic,Urban,91.86121657372831,0.1992264426559749,0.2234538121842532,2,0,93.2324137321199
1323,Endocrinology,Academic,Semi-Urban,130.18221937482184,0.9074710268385046,0.24708788480321153,4,1,139.66013293516824
1324,Cardiology,Private,Urban,126.74868215830836,0.09646010378976966,0.639670675559954,4,1,132.5082727561592
1325,Neurology,Private,Rural,96.24325600769862,0.8568559213756336,0.0760493701915278,1,0,104.23697057871146
1326,Cardiology,Hospital,Rural,114.44750609638592,0.17780323811008125,0.572529873623784,0,0,115.18056889510179
1327,Endocrinology,Private,Semi-Urban,55.22592375522882,0.8617848465377039,0.8192862362841031,3,1,62.49806843808577
1328,Cardiology,Private,Urban,121.86718065794557,0.5380219631356752,0.7665237766044308,5,1,122.00562229148605
1329,Endocrinology,Private,Semi-Urban,78.2682698252792,0.8782066742268435,0.15117169828232546,4,1,84.43185686833976
1330,Endocrinology,Private,Rural,70.95716129166343,0.15170364465152042,0.9147317347788052,1,0,77.23080837034436
1331,Cardiology,Private,Semi-Urban,64.29469904316895,0.762036551307826,0.770090381404774,3,1,67.61926109392361
1332,Endocrinology,Hospital,Semi-Urban,62.74896220442719,0.6806985960805767,0.005302510932846061,6,1,67.04725013598993
1333,Neurology,Hospital,Urban,121.60651081800884,0.5429333873929625,0.7373736335395861,5,1,130.51664465404963
1334,Endocrinology,Private,Rural,112.62289418569709,0.810587344410973,0.7374216786219986,4,1,114.56954401177387
1335,Neurology,Hospital,Semi-Urban,84.6828071478108,0.6482760244270397,0.4968160805399847,6,1,91.85659168552027
1336,Neurology,Academic,Urban,117.09798073476416,0.8770469246077496,0.045982416006372206,2,0,120.12736930190238
1337,Endocrinology,Private,Semi-Urban,88.10037141581658,0.38106214678556605,0.5799059382823495,4,1,81.00607366778935
1338,Cardiology,Academic,Urban,106.47298882977246,0.589923178273815,0.7657467600343092,5,1,107.39343875120242
1339,Neurology,Hospital,Urban,90.35381946204215,0.8706008425757117,0.2708740553210006,0,0,84.77646747631817
1340,Cardiology,Hospital,Semi-Urban,97.60073742265413,0.21481406410413462,0.6670682182517874,2,0,95.0415507932304
1341,Neurology,Academic,Rural,81.83606184464712,0.48574135661685425,0.35392619504438194,5,1,82.979440137108
1342,Endocrinology,Hospital,Rural,84.80364742397876,0.960741821728669,0.5738548329022312,1,0,84.6168527281553
1343,Endocrinology,Private,Urban,110.8819236190525,0.47360180149468445,0.3845657494316247,3,1,116.75875177401564
1344,Neurology,Academic,Rural,114.095579335225,0.2528294451955403,0.3037614660177791,2,0,120.19399186271227
1345,Endocrinology,Private,Urban,91.71751770438777,0.35107623874323823,0.8559144754320444,4,1,95.92458139267734
1346,Neurology,Academic,Rural,69.48919511462915,0.8850841193734466,0.7538382591853766,10,1,82.4032485129763
1347,Endocrinology,Hospital,Semi-Urban,149.42494089822463,0.9548830387675503,0.345449133973149,0,0,153.576542019611
1348,Cardiology,Academic,Rural,100.73393316462477,0.9501076426861392,0.43463164161520895,2,0,100.30665807777547
1349,Endocrinology,Academic,Urban,106.24281658814806,0.6989423919685712,0.691703417875346,6,1,117.12807004442085
1350,Cardiology,Private,Urban,74.77340403174836,0.5096018888246124,0.8110787805905092,4,1,78.69240512264504
1351,Endocrinology,Hospital,Rural,124.30467097968865,0.18268893490734184,0.6843412628247124,2,0,125.54302580982653
1352,Cardiology,Private,Semi-Urban,127.3579052631721,0.12322101207046454,0.5409315806826384,2,0,122.51792840392667
1353,Endocrinology,Hospital,Urban,65.83930284719372,0.059766607641346225,0.9543858319312717,3,1,70.59038355123717
1354,Cardiology,Private,Urban,97.95228744749164,0.017714909508969257,0.7741436197415636,5,1,101.98555275008411
1355,Neurology,Academic,Urban,96.39126058760726,0.878116722105682,0.11559186039128866,1,0,100.72213304365818
1356,Neurology,Private,Urban,147.7689363309368,0.8090863158033444,0.5581390987920192,3,1,149.86087866716582
1357,Cardiology,Hospital,Urban,128.8722761425579,0.5678213805004708,0.4095566413956515,3,1,126.98441958851123
1358,Endocrinology,Hospital,Semi-Urban,70.98443172061658,0.9987232545377139,0.7949356367907937,1,0,73.03068551057069
1359,Cardiology,Academic,Rural,85.43895640901451,0.9530520722016411,0.04466303385743198,2,0,89.13627008579809
1360,Endocrinology,Hospital,Semi-Urban,82.14011969638807,0.6551089707147064,0.4107235699624281,4,1,84.47218235437913
1361,Neurology,Private,Semi-Urban,107.4335275370185,0.46457456704025346,0.3182763153434859,1,0,103.23169415864086
1362,Endocrinology,Academic,Urban,131.44417761528805,0.1521707161131296,0.14118598457971832,2,0,129.382990348839
1363,Neurology,Hospital,Semi-Urban,102.18348065100639,0.5155938052543524,0.37880411531957203,1,0,110.1212882754775
1364,Endocrinology,Hospital,Urban,110.02332472875656,0.15774367288552726,0.6728002781844791,2,0,105.1546672452026
1365,Endocrinology,Private,Semi-Urban,86.71382591313713,0.398451304246189,0.3616778850325263,2,0,81.7104822184439
1366,Endocrinology,Private,Urban,109.91615396318942,0.9426481084327509,0.5800065753523652,3,1,122.9861607856963
1367,Cardiology,Academic,Urban,90.5616433197099,0.3419789893356374,0.5928117959393091,1,0,89.77831482314754
1368,Cardiology,Hospital,Semi-Urban,67.18480937338717,0.15278727364346711,0.5871111270580333,3,1,64.4640415001699
1369,Neurology,Private,Semi-Urban,108.61741418270233,0.5823966042362146,0.5295318839442055,0,0,101.54879095987727
1370,Neurology,Academic,Rural,99.80295156776775,0.6023641741274721,0.11698823568238792,2,0,102.67247296474591
1371,Cardiology,Hospital,Rural,78.05604913630486,0.19380424246791583,0.21845592743532594,3,1,81.40591950455966
1372,Neurology,Hospital,Rural,132.90770650207998,0.19658658758196024,0.8000670762509892,2,0,135.81781447614424
1373,Cardiology,Academic,Semi-Urban,84.6709202107657,0.989549791324827,0.5023654889227102,2,0,80.36392863534948
1374,Endocrinology,Academic,Semi-Urban,112.18202628877671,0.243281072862212,0.706076315836315,3,1,110.50451706719284
1375,Neurology,Private,Urban,92.74903618899671,0.8381920347835841,0.5699090802127617,3,1,98.80773866878488
1376,Neurology,Hospital,Rural,130.87154437715162,0.4703238255459795,0.03869025450023833,3,1,127.24691271797485
1377,Cardiology,Hospital,Urban,95.24824172542868,0.434989238912728,0.7962137690179005,1,0,94.42352429780584
1378,Neurology,Hospital,Urban,66.50743822779495,0.2949624161637524,0.06432419452904947,2,0,62.081225946221835
1379,Neurology,Academic,Urban,116.2000422843819,0.7738257968923308,0.9431740511585731,1,0,124.44075870018766
1380,Endocrinology,Private,Urban,130.79087975379468,0.8806608784415548,0.21537692170507583,0,0,135.40270223072915
1381,Neurology,Hospital,Rural,91.44777204808014,0.2611274615590803,0.5124061434601496,2,0,104.62223518775107
1382,Endocrinology,Academic,Urban,113.57769619304898,0.09509666934911398,0.06358804246578653,5,1,115.37446185586737
1383,Cardiology,Hospital,Semi-Urban,102.58863210097557,0.13691955288560986,0.8949323786658212,5,1,109.04010741571439
1384,Neurology,Private,Semi-Urban,92.34568089148976,0.7928035347662441,0.9799402545648044,2,0,95.74445197116488
1385,Endocrinology,Hospital,Semi-Urban,116.81520755244074,0.4358269113196258,0.14629250272118988,5,1,110.98815688033784
1386,Cardiology,Private,Rural,83.9992802129535,0.13191465841072292,0.29578654249351977,1,0,75.0851401492579
1387,Neurology,Private,Urban,100.64990409574234,0.34028820641962454,0.015874421793847793,5,1,103.30733412304599
1388,Cardiology,Hospital,Rural,105.14713453208904,0.514235482853053,0.7869654919674565,4,1,107.72007241514751
1389,Neurology,Hospital,Urban,104.42178740717407,0.8520516838450082,0.3114643326814126,2,0,104.41917167082637
1390,Cardiology,Private,Rural,84.4918648329226,0.641743254225175,0.5888374693418312,8,1,81.21702467791815
1391,Cardiology,Academic,Rural,141.19210439937368,0.17603280108000074,0.039218501280014584,1,0,138.59887745943524
1392,Endocrinology,Private,Urban,125.24490665644224,0.15870271235833644,0.7154602666747475,2,0,123.43814334278653
1393,Cardiology,Hospital,Rural,119.80825117499175,0.4123342156333225,0.5294039633567269,3,1,128.31660145083995
1394,Neurology,Hospital,Urban,128.66425949955723,0.07519284770175638,0.7249802459988351,3,1,131.17993235750743
1395,Neurology,Academic,Semi-Urban,101.37523095474768,0.755577195283873,0.7895643131509639,3,1,100.6894974357805
1396,Endocrinology,Private,Semi-Urban,92.57419397139262,0.4014538203037721,0.0892428661788337,3,1,91.62155837664145
1397,Neurology,Private,Semi-Urban,78.21928448931205,0.3430237727813903,0.5780921207932251,3,1,87.68511766708339
1398,Neurology,Private,Rural,85.93136824094702,0.5091083323914358,0.6499440338816218,3,1,88.4512438619705
1399,Neurology,Hospital,Semi-Urban,79.7195323939201,0.7089568037628478,0.516718753944995,2,0,84.2220517985292
1400,Cardiology,Private,Urban,89.43789037154987,0.5693469444930521,0.18240939826512226,3,1,87.32359609043809
1401,Cardiology,Academic,Semi-Urban,105.52951252266357,0.8024027817219871,0.795597284057737,7,1,113.5890855009437
1402,Neurology,Hospital,Semi-Urban,118.28049798422815,0.6293625638701175,0.9974583288395984,4,1,125.44962330505369
1403,Endocrinology,Hospital,Rural,117.72707015577706,0.7879702674082638,0.9692702524285228,2,0,117.18576176928205
1404,Cardiology,Private,Urban,76.56984709542148,0.6967822735646749,0.7775295649772314,4,1,73.98836365372702
1405,Endocrinology,Academic,Rural,113.7825863760601,0.1931228402637365,0.4181077227864215,3,1,108.38519531570103
1406,Neurology,Hospital,Rural,122.8771487482742,0.05235445018579876,0.33730049784002214,3,1,125.93732402642178
1407,Neurology,Hospital,Urban,94.9152974288932,0.9033968005033816,0.0685457991008318,1,0,95.10059284793522
1408,Cardiology,Private,Rural,123.95500055151078,0.9456561653820842,0.4162863037516904,2,0,121.29046044989387
1409,Neurology,Private,Urban,117.51600520200415,0.7269322966314722,0.15604859773179902,0,0,113.14281937901347
1410,Cardiology,Academic,Semi-Urban,74.70818114974064,0.724205822695949,0.25433471350602843,1,0,81.40078796629027
1411,Neurology,Private,Urban,143.8347237281574,0.2701470804941095,0.8918867731773511,3,1,152.0568216779013
1412,Neurology,Academic,Urban,85.68704871700085,0.5424417088818329,0.968525631511219,6,1,93.88770924482144
1413,Cardiology,Hospital,Urban,119.14839895651046,0.9922396637046083,0.9485590004657604,2,0,127.20945917006165
1414,Cardiology,Academic,Rural,118.42444000797168,0.8561435980700195,0.1933556858433909,4,1,116.46632005441529
1415,Cardiology,Academic,Urban,75.5197619678005,0.30439435255199665,0.9008942082353228,2,0,76.89794300173259
1416,Neurology,Academic,Urban,103.57958969012083,0.3010458656978904,0.14150530090026514,5,1,96.24196474862859
1417,Neurology,Hospital,Urban,118.17832621078419,0.48357729114805914,0.5076602078761498,2,0,116.16597331424667
1418,Endocrinology,Private,Semi-Urban,75.307733840306,0.4045986661677845,0.6436633672643735,6,1,78.18951649047872
1419,Cardiology,Hospital,Urban,101.99232319692624,0.37115304628017465,0.4624668731004188,1,0,98.5941374396735
1420,Neurology,Private,Rural,119.85346108737932,0.6269719088061033,0.9518374354168085,3,1,126.29398084819186
1421,Neurology,Academic,Urban,121.1448119957421,0.011492469633537561,0.3332127230916051,4,1,131.5998848587269
1422,Cardiology,Academic,Urban,92.05853951430724,0.7633396360332768,0.5273776630980636,2,0,93.36628627090141
1423,Endocrinology,Academic,Semi-Urban,130.8873843181764,0.740052996675785,0.07544993547966361,4,1,138.38497863890063
1424,Cardiology,Academic,Urban,126.11044116702665,0.8303256805947012,0.852224580078157,0,0,126.62674016650882
1425,Endocrinology,Academic,Rural,104.82455927884801,0.8414506733068134,0.41336339594394467,1,0,96.45079222460816
1426,Neurology,Private,Urban,86.82097113465781,0.5663996947604685,0.7005321155919974,5,1,86.86931493546349
1427,Endocrinology,Private,Rural,76.68296355935928,0.7800739356232906,0.6822456310494183,3,1,79.75910462236472
1428,Neurology,Academic,Semi-Urban,107.55091322898228,0.4923951254805192,0.6762628928342468,5,1,112.19707181579435
1429,Cardiology,Hospital,Urban,129.2902514211366,0.9515298364183005,0.506938278757441,5,1,135.70199680785262
1430,Cardiology,Hospital,Semi-Urban,97.0569466844562,0.19069852978743473,0.2775187905478407,2,0,101.36437197084705
1431,Cardiology,Academic,Urban,82.81836312517557,0.9156170920738993,0.6250945585613864,2,0,84.56250146920166
1432,Endocrinology,Private,Rural,116.49847770351991,0.2585303612677231,0.9617915038112181,3,1,127.38545981220685
1433,Neurology,Hospital,Semi-Urban,103.4902499236785,0.10272337368685203,0.8339492559463139,3,1,104.70585201740555
1434,Cardiology,Hospital,Urban,110.31809974397197,0.4391044474069674,0.10876823155377657,2,0,113.12542298093982
1435,Cardiology,Hospital,Rural,89.4944265806022,0.6149172424160594,0.023187401586550083,2,0,91.99689812138627
1436,Neurology,Academic,Semi-Urban,92.60297577125468,0.23098987319995223,0.4989713568704347,1,0,97.10775229197392
1437,Cardiology,Hospital,Urban,89.40008672653738,0.5557962411442978,0.7758293517147361,0,0,85.73496465739903
1438,Neurology,Hospital,Semi-Urban,109.9833824563567,0.8078933569345047,0.3139025531672073,2,0,119.18979868832552
1439,Neurology,Hospital,Urban,93.21208639137775,0.25708496580372275,0.7012382779042275,0,0,89.27332193123428
1440,Neurology,Hospital,Rural,111.84848725942315,0.580322245914203,0.931921264238809,6,1,115.9311522537973
1441,Neurology,Private,Rural,87.57256758116058,0.3393125961930803,0.45898450693466886,2,0,91.30263261299675
1442,Neurology,Academic,Semi-Urban,109.95003137269445,0.5297684675304802,0.24415965623062186,3,1,104.91087347141823
1443,Endocrinology,Academic,Semi-Urban,114.07562340632188,0.6669190195749695,0.9177578620802471,3,1,115.99609718997112
1444,Cardiology,Private,Urban,106.63085899217623,0.3504225718160924,0.47226396400371484,6,1,108.4759715275357
1445,Endocrinology,Private,Rural,118.34086893519012,0.994482882452134,0.40783930667511004,0,0,109.22429478790912
1446,Cardiology,Academic,Urban,90.3708701574162,0.5637751984296409,0.35336157154092396,2,0,86.38570833068061
1447,Endocrinology,Hospital,Rural,113.85284265836692,0.8244615590929387,0.4230169524388131,2,0,114.29305149946613
1448,Neurology,Hospital,Semi-Urban,104.6669062568196,0.7251352229107911,0.6736578541823582,0,0,100.55377790453916
1449,Cardiology,Academic,Urban,83.80532306486114,0.8528053137029477,0.433719627220154,3,1,95.44218048360503
1450,Cardiology,Hospital,Urban,61.85935957277833,0.17380095453856792,0.32422388855922013,3,1,65.62768019447972
1451,Endocrinology,Private,Rural,66.13679743053385,0.22255370972767097,0.7436376655597196,3,1,72.7782997003759
1452,Endocrinology,Hospital,Rural,55.832769941828005,0.4874111778902902,0.2029714270243962,2,0,56.53445321179241
1453,Cardiology,Hospital,Rural,108.52258555136808,0.8523286764854423,0.2019337246408881,4,1,115.9231390429324
